Timestamp,Campus_Location,Ambient_Temp_C,Activity_Level,Total_Demand_Liters,Day_of_Week,Month,Weekend ,Academic_Status
2025-06-06,Garden_Irrigation,35.7,High,1900,4,6,NO,Vacation
2025-06-07,Boys_Hostel_C,29.2,High,730.08,5,6,YES,Vacation
2025-06-08,Main_Hostel_A,41.7,High,861.12,6,6,YES,Vacation
2025-06-09,Academic_Block_1,16.6,Low,250.5,0,6,NO,Vacation
2025-06-10,Central_Library,32.5,Medium,194.4,1,6,NO,Vacation
2025-06-11,Girls_Hostel_B,28.1,Medium,545.4,2,6,NO,Vacation
2025-06-12,Central_Canteen,26.4,Low,354,3,6,NO,Vacation
2025-06-13,Indoor_Stadium,41.9,Low,417,4,6,NO,Vacation
2025-06-14,Main_Hostel_A,17.2,High,662.22,5,6,YES,Vacation
2025-06-15,Main_Hostel_A,16.7,Medium,580.32,6,6,YES,Vacation
2025-06-16,Indoor_Stadium,23,Medium,420,0,6,NO,Vacation
2025-06-17,Girls_Hostel_B,25.2,Low,352.8,1,6,NO,Vacation
2025-06-18,Garden_Irrigation,34.3,Medium,1590,2,6,NO,Vacation
2025-06-19,Campus_Laundry,30.1,Medium,847.8,3,6,NO,Vacation
2025-06-20,Garden_Irrigation,19.6,Medium,1185,4,6,NO,Vacation
2025-06-21,Main_Hostel_A,36.2,High,854.1,5,6,YES,Vacation
2025-06-22,Girls_Hostel_B,28.1,Low,568.62,6,6,YES,Vacation
2025-06-23,Boys_Hostel_C,25.6,Medium,460.8,0,6,NO,Vacation
2025-06-24,Campus_Laundry,28.2,Low,618.3,1,6,NO,Vacation
2025-06-25,Girls_Hostel_B,40.5,Medium,648,2,6,NO,Vacation
2025-06-26,Indoor_Stadium,31.8,Medium,432,3,6,NO,Vacation
2025-06-27,Central_Library,26.8,Medium,157.2,4,6,NO,Vacation
2025-06-28,Indoor_Stadium,23.7,High,454.5,5,6,YES,Vacation
2025-06-29,Girls_Hostel_B,21.6,High,664.56,6,6,YES,Vacation
2025-06-30,Boys_Hostel_C,32.1,Low,466.2,0,6,NO,Vacation
2025-07-01,Boys_Hostel_C,22.4,Medium,1404,1,7,NO,Regular
2025-07-02,Boys_Hostel_C,35.1,Low,1422,2,7,NO,Regular
2025-07-03,Central_Canteen,19.3,High,1405,3,7,NO,Regular
2025-07-04,Academic_Block_1,25,High,1595,4,7,NO,Regular
2025-07-05,Garden_Irrigation,26.7,Medium,1380,5,7,YES,Regular
2025-07-06,Central_Library,37.7,Medium,67,6,7,YES,Regular
2025-07-07,Girls_Hostel_B,22.5,Low,1224,0,7,NO,Regular
2025-07-08,Girls_Hostel_B,25.6,High,1932,1,7,NO,Regular
2025-07-09,Academic_Block_1,20.8,Medium,1345,2,7,NO,Regular
2025-07-10,Garden_Irrigation,27,Low,1110,3,7,NO,Regular
2025-07-11,Garden_Irrigation,30.8,Medium,1485,4,7,NO,Regular
2025-07-12,Main_Hostel_A,35.2,Low,2145,5,7,YES,Regular
2025-07-13,Main_Hostel_A,39.5,Low,2347.8,6,7,YES,Regular
2025-07-14,Boys_Hostel_C,27.2,Medium,1740,0,7,NO,Regular
2025-07-15,Campus_Laundry,40.8,Medium,3204,1,7,NO,Regular
2025-07-16,Girls_Hostel_B,38.8,Medium,2040,2,7,NO,Regular
2025-07-17,Girls_Hostel_B,19.8,Medium,1476,3,7,NO,Regular
2025-07-18,Girls_Hostel_B,17.5,Low,1164,4,7,NO,Regular
2025-07-19,Girls_Hostel_B,20.4,Medium,2020.2,5,7,YES,Regular
2025-07-20,Academic_Block_1,24.9,High,158.5,6,7,YES,Regular
2025-07-21,Garden_Irrigation,19.2,High,1315,0,7,NO,Regular
2025-07-22,Campus_Laundry,28.2,Medium,2709,1,7,NO,Regular
2025-07-23,Central_Library,21.3,Medium,478,2,7,NO,Regular
2025-07-24,Campus_Laundry,22.9,Medium,2493,3,7,NO,Regular
2025-07-25,Garden_Irrigation,17.1,Medium,1240,4,7,NO,Regular
2025-07-26,Boys_Hostel_C,30.3,Low,1918.8,5,7,YES,Regular
2025-07-27,Main_Hostel_A,19,High,2051.4,6,7,YES,Regular
2025-07-28,Campus_Laundry,17.1,Low,1728,0,7,NO,Regular
2025-07-29,Central_Canteen,32.4,Medium,1470,1,7,NO,Regular
2025-07-30,Main_Hostel_A,21.6,Medium,1620,2,7,NO,Regular
2025-07-31,Indoor_Stadium,38.4,Low,1435,3,7,NO,Regular
2025-08-01,Central_Canteen,33.2,Medium,1470,4,8,NO,Regular
2025-08-02,Central_Canteen,41.4,Low,1410,5,8,YES,Regular
2025-08-03,Central_Canteen,21.8,Medium,1285,6,8,YES,Regular
2025-08-04,Garden_Irrigation,36.3,Low,1420,0,8,NO,Regular
2025-08-05,Academic_Block_1,27.9,High,1575,1,8,NO,Regular
2025-08-06,Main_Hostel_A,32.8,Medium,1914,2,8,NO,Regular
2025-08-07,Main_Hostel_A,19,Medium,1464,3,8,NO,Regular
2025-08-08,Girls_Hostel_B,28.2,High,2028,4,8,NO,Regular
2025-08-09,Academic_Block_1,21.7,Medium,123.5,5,8,YES,Regular
2025-08-10,Central_Library,29.6,Medium,57.2,6,8,YES,Regular
2025-08-11,Main_Hostel_A,32.7,Low,1392,0,8,NO,Regular
2025-08-12,Central_Canteen,28.9,Medium,1375,1,8,NO,Regular
2025-08-13,Indoor_Stadium,18.9,Low,1005,2,8,NO,Regular
2025-08-14,Academic_Block_1,28.6,Medium,1435,3,8,NO,Regular
2025-08-15,Campus_Laundry,23.8,High,2691,4,8,NO,Regular
2025-08-16,Girls_Hostel_B,26.5,Low,1521,5,8,YES,Regular
2025-08-17,Main_Hostel_A,16.4,Medium,1926.6,6,8,YES,Regular
2025-08-18,Indoor_Stadium,17.4,Low,730,0,8,NO,Regular
2025-08-19,Campus_Laundry,15.4,Low,1629,1,8,NO,Regular
2025-08-20,Campus_Laundry,34.9,Medium,3024,2,8,NO,Regular
2025-08-21,Boys_Hostel_C,22,Low,1308,3,8,NO,Regular
2025-08-22,Indoor_Stadium,18.7,High,1420,4,8,NO,Regular
2025-08-23,Boys_Hostel_C,23.1,Medium,2067,5,8,YES,Regular
2025-08-24,Main_Hostel_A,39.2,Medium,2730,6,8,YES,Regular
2025-08-25,Boys_Hostel_C,23.7,Low,1158,0,8,NO,Regular
2025-08-26,Main_Hostel_A,16.6,High,1578,1,8,NO,Regular
2025-08-27,Boys_Hostel_C,26.3,Medium,1704,2,8,NO,Regular
2025-08-28,Central_Library,19.8,Low,362,3,8,NO,Regular
2025-08-29,Girls_Hostel_B,28.8,High,1878,4,8,NO,Regular
2025-08-30,Main_Hostel_A,35.4,Low,1864.2,5,8,YES,Regular
2025-08-31,Academic_Block_1,38.8,Low,144.5,6,8,YES,Regular
2025-09-01,Main_Hostel_A,34.4,High,2232,0,9,NO,Regular
2025-09-02,Main_Hostel_A,18.8,Medium,1566,1,9,NO,Regular
2025-09-03,Central_Library,34.4,Medium,680,2,9,NO,Regular
2025-09-04,Girls_Hostel_B,32.4,High,1962,3,9,NO,Regular
2025-09-05,Main_Hostel_A,20.3,Medium,1608,4,9,NO,Regular
2025-09-06,Main_Hostel_A,30.1,Low,1801.8,5,9,YES,Regular
2025-09-07,Boys_Hostel_C,27.5,Medium,2207.4,6,9,YES,Regular
2025-09-08,Girls_Hostel_B,25.2,Low,1272,0,9,NO,Regular
2025-09-09,Central_Library,32,Low,440,1,9,NO,Regular
2025-09-10,Garden_Irrigation,20.1,Medium,1320,2,9,NO,Regular
2025-09-11,Garden_Irrigation,25.4,Medium,1405,3,9,NO,Regular
2025-09-12,Central_Library,19.2,Medium,520,4,9,NO,Regular
2025-09-13,Indoor_Stadium,34.4,Medium,1510,5,9,YES,Regular
2025-09-14,Academic_Block_1,27.9,Low,123.5,6,9,YES,Regular
2025-09-15,Main_Hostel_A,29.4,High,1908,0,9,NO,Regular
2025-09-16,Main_Hostel_A,32.5,Medium,1926,1,9,NO,Regular
2025-09-17,Main_Hostel_A,19.1,Medium,1374,2,9,NO,Regular
2025-09-18,Girls_Hostel_B,17.4,Low,1152,3,9,NO,Regular
2025-09-19,Girls_Hostel_B,32,Medium,1770,4,9,NO,Regular
2025-09-20,Campus_Laundry,33.1,Low,2187,5,9,YES,Regular
2025-09-21,Garden_Irrigation,27.9,Low,1030,6,9,YES,Regular
2025-09-22,Campus_Laundry,28.5,High,2772,0,9,NO,Regular
2025-09-23,Academic_Block_1,27.6,Medium,1465,1,9,NO,Regular
2025-09-24,Main_Hostel_A,39.5,Low,1704,2,9,NO,Regular
2025-09-25,Academic_Block_1,34.2,High,1665,3,9,NO,Regular
2025-09-26,Indoor_Stadium,23.7,Medium,1345,4,9,NO,Regular
2025-09-27,Indoor_Stadium,20.4,Medium,1325,5,9,YES,Regular
2025-09-28,Academic_Block_1,23.8,Low,91.5,6,9,YES,Regular
2025-09-29,Indoor_Stadium,32.5,Medium,1520,0,9,NO,Regular
2025-09-30,Central_Library,32.4,High,674,1,9,NO,Regular
2025-10-01,Main_Hostel_A,40.7,Medium,1944,2,10,NO,Regular
2025-10-02,Campus_Laundry,29,Medium,2565,3,10,NO,Regular
2025-10-03,Central_Canteen,33.3,Low,1245,4,10,NO,Regular
2025-10-04,Academic_Block_1,22.3,Medium,116,5,10,YES,Regular
2025-10-05,Academic_Block_1,31.1,High,180,6,10,YES,Regular
2025-10-06,Academic_Block_1,28.9,High,1645,0,10,NO,Regular
2025-10-07,Academic_Block_1,25.5,Medium,1425,1,10,NO,Regular
2025-10-08,Garden_Irrigation,16,High,1310,2,10,NO,Regular
2025-10-09,Main_Hostel_A,33.7,Low,1662,3,10,NO,Regular
2025-10-10,Academic_Block_1,25.5,Medium,1295,4,10,NO,Regular
2025-10-11,Girls_Hostel_B,41.1,Low,2425.8,5,10,YES,Regular
2025-10-12,Main_Hostel_A,36.1,High,2815.8,6,10,YES,Regular
2025-10-13,Girls_Hostel_B,20.8,Low,1098,0,10,NO,Regular
2025-10-14,Indoor_Stadium,39.9,Medium,1635,1,10,NO,Regular
2025-10-15,Central_Library,34.7,Low,486,2,10,NO,Regular
2025-10-16,Indoor_Stadium,41.6,Low,1390,3,10,NO,Regular
2025-10-17,Central_Canteen,15.5,High,1320,4,10,NO,Regular
2025-10-18,Garden_Irrigation,31.8,Medium,1405,5,10,YES,Regular
2025-10-19,Garden_Irrigation,19.8,Medium,1340,6,10,YES,Regular
2025-10-20,Campus_Laundry,20.1,Low,1827,0,10,NO,Regular
2025-10-21,Main_Hostel_A,17.4,High,1650,1,10,NO,Regular
2025-10-22,Main_Hostel_A,35.6,Low,1632,2,10,NO,Regular
2025-10-23,Garden_Irrigation,23.1,Medium,1220,3,10,NO,Regular
2025-10-24,Indoor_Stadium,27.5,Medium,1345,4,10,NO,Regular
2025-10-25,Girls_Hostel_B,34.2,High,2769,5,10,YES,Regular
2025-10-26,Girls_Hostel_B,38.5,Medium,2683.2,6,10,YES,Regular
2025-10-27,Central_Canteen,21.8,Medium,1295,0,10,NO,Regular
2025-10-28,Campus_Laundry,15.8,Medium,1917,1,10,NO,Regular
2025-10-29,Garden_Irrigation,18.3,Medium,1100,2,10,NO,Regular
2025-10-30,Campus_Laundry,32.4,Medium,2772,3,10,NO,Regular
2025-10-31,Campus_Laundry,29.1,Medium,2457,4,10,NO,Regular
2025-11-01,Academic_Block_1,39.6,Medium,172.5,5,11,YES,Exams
2025-11-02,Campus_Laundry,17.8,Low,1539,6,11,YES,Exams
2025-11-03,Central_Canteen,36.7,High,1780,0,11,NO,Exams
2025-11-04,Central_Canteen,30.1,Medium,1515,1,11,NO,Exams
2025-11-05,Garden_Irrigation,40.5,Low,1485,2,11,NO,Exams
2025-11-06,Central_Canteen,20.9,Medium,1265,3,11,NO,Exams
2025-11-07,Central_Canteen,16,Medium,1015,4,11,NO,Exams
2025-11-08,Academic_Block_1,22.8,Low,100.5,5,11,YES,Exams
2025-11-09,Main_Hostel_A,16.3,Medium,2076.75,6,11,YES,Exams
2025-11-10,Girls_Hostel_B,20.5,Medium,1845,0,11,NO,Exams
2025-11-11,Girls_Hostel_B,15.6,Medium,1627.5,1,11,NO,Exams
2025-11-12,Main_Hostel_A,34.4,Medium,2512.5,2,11,NO,Exams
2025-11-13,Boys_Hostel_C,35.3,High,2580,3,11,NO,Exams
2025-11-14,Academic_Block_1,34.1,Medium,1555,4,11,NO,Exams
2025-11-15,Central_Library,20.7,Medium,67.75,5,11,YES,Exams
2025-11-16,Campus_Laundry,15.2,Medium,2052,6,11,YES,Exams
2025-11-17,Central_Library,40.3,High,1025,0,11,NO,Exams
2025-11-18,Central_Library,26.3,Low,545,1,11,NO,Exams
2025-11-19,Central_Library,15.7,Medium,602.5,2,11,NO,Exams
2025-11-20,Garden_Irrigation,35,Low,1365,3,11,NO,Exams
2025-11-21,Central_Library,38.1,Low,637.5,4,11,NO,Exams
2025-11-22,Girls_Hostel_B,18.1,High,2817.75,5,11,YES,Exams
2025-11-23,Girls_Hostel_B,26.4,Medium,2574,6,11,YES,Exams
2025-11-24,Main_Hostel_A,22.7,Medium,1882.5,0,11,NO,Exams
2025-11-25,Indoor_Stadium,24.3,Medium,1300,1,11,NO,Exams
2025-11-26,Indoor_Stadium,20.9,Medium,1315,2,11,NO,Exams
2025-11-27,Garden_Irrigation,26,Low,1090,3,11,NO,Exams
2025-11-28,Indoor_Stadium,16.3,Medium,1020,4,11,NO,Exams
2025-11-29,Central_Library,16,Low,41,5,11,YES,Exams
2025-11-30,Girls_Hostel_B,15.8,Medium,2232.75,6,11,YES,Exams
2025-12-01,Girls_Hostel_B,32.8,Medium,2197.5,0,12,NO,Exams
2025-12-02,Boys_Hostel_C,24.8,Medium,2190,1,12,NO,Exams
2025-12-03,Academic_Block_1,16.8,Medium,1215,2,12,NO,Exams
2025-12-04,Central_Canteen,30.1,Medium,1535,3,12,NO,Exams
2025-12-05,Academic_Block_1,29.4,Medium,1565,4,12,NO,Exams
2025-12-06,Campus_Laundry,26.8,Medium,2538,5,12,YES,Exams
2025-12-07,Garden_Irrigation,26.2,High,1550,6,12,YES,Exams
2025-12-08,Boys_Hostel_C,38.5,Medium,2490,0,12,NO,Exams
2025-12-09,Campus_Laundry,38.5,Medium,3105,1,12,NO,Exams
2025-12-10,Boys_Hostel_C,20.2,Low,1515,2,12,NO,Exams
2025-12-11,Central_Canteen,35.2,Medium,1570,3,12,NO,Exams
2025-12-12,Boys_Hostel_C,27.2,Low,1777.5,4,12,NO,Exams
2025-12-13,Central_Canteen,17,Medium,1020,5,12,YES,Exams
2025-12-14,Central_Canteen,15.3,Medium,1130,6,12,YES,Exams
2025-12-15,Garden_Irrigation,20.4,Medium,1210,0,12,NO,Exams
2025-12-16,Indoor_Stadium,41.5,Medium,1815,1,12,NO,Exams
2025-12-17,Central_Library,34,High,897.5,2,12,NO,Exams
2025-12-18,Central_Canteen,22.8,Low,1010,3,12,NO,Exams
2025-12-19,Boys_Hostel_C,35.7,Medium,2445,4,12,NO,Exams
2025-12-20,Main_Hostel_A,34.8,Medium,3217.5,5,12,YES,Exams
2025-12-21,Central_Canteen,41.4,Low,1360,6,12,YES,Exams
2025-12-22,Indoor_Stadium,29.7,Low,1175,0,12,NO,Exams
2025-12-23,Academic_Block_1,21.8,Low,865,1,12,NO,Exams
2025-12-24,Boys_Hostel_C,30.4,Medium,2257.5,2,12,NO,Exams
2025-12-25,Central_Canteen,34.5,High,1855,3,12,NO,Exams
2025-12-26,Girls_Hostel_B,40.4,Medium,2565,4,12,NO,Exams
2025-12-27,Main_Hostel_A,15.1,Medium,2320.5,5,12,YES,Exams
2025-12-28,Academic_Block_1,22.8,Low,101.5,6,12,YES,Exams
2025-12-29,Main_Hostel_A,36.5,Medium,2520,0,12,NO,Exams
2025-12-30,Academic_Block_1,28.3,Low,1015,1,12,NO,Exams
